 p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0563368,-0.0563368,-0.05667,-0.0563624,-0.0556898,-0.0544831,-0.0528113,-0.0506631,-0.0480703,-0.045051,-0.0416326,-0.0378417,-0.0337086,-0.0292654,-0.0245461,-0.0195867,-0.0144248,-0.00909907,-0.00364936,0.00188369,0.00745895,0.013035,0.0185703,0.0240238,0.0293547,0.034523,0.0394898,0.0442172,0.0486692,0.0528114,0.0566113,0.0600386,0.0630661,0.0656664,0.0678209,0.069498,0.0707088,0.0713841,0.0716935,0.0713616,0.0713616
-0.0563368,-0.0563368,-0.05667,-0.0563624,-0.0556898,-0.0544831,-0.0528113,-0.0506631,-0.0480703,-0.045051,-0.0416326,-0.0378417,-0.0337086,-0.0292654,-0.0245461,-0.0195867,-0.0144248,-0.00909907,-0.00364936,0.00188369,0.00745895,0.013035,0.0185703,0.0240238,0.0293547,0.034523,0.0394898,0.0442172,0.0486692,0.0528114,0.0566113,0.0600386,0.0630661,0.0656664,0.0678209,0.069498,0.0707088,0.0713841,0.0716935,0.0713616,0.0713616
-0.0560067,-0.0560067,-0.056347,-0.0559617,-0.0552523,-0.0540227,-0.0523506,-0.0502132,-0.0476399,-0.0446452,-0.0412552,-0.0374956,-0.033396,-0.0289882,-0.024306,-0.019385,-0.0142625,-0.00897704,-0.00356822,0.00192355,0.00745735,0.0129919,0.0184861,0.0238988,0.0291895,0.0343186,0.0392471,0.0439378,0.0483546,0.0524634,0.0562323,0.0596314,0.0626346,0.0652155,0.0673595,0.069037,0.0702707,0.070983,0.07137,0.071031,0.071031
-0.0563048,-0.0563048,-0.0567374,-0.0563515,-0.0556468,-0.0544066,-0.0527234,-0.0505712,-0.0479814,-0.0449678,-0.0415568,-0.037774,-0.0336493,-0.0292144,-0.0245035,-0.0195523,-0.0143984,-0.00908061,-0.00363865,0.00188677,0.00745451,0.0130231,0.018551,0.023997,0.0293204,0.0344811,0.0394402,0.04416,0.0486043,0.0527387,0.0565313,0.0599518,0.0629743,0.0655721,0.0677312,0.0694201,0.0706645,0.0713721,0.0717596,0.0713284,0.0713284
-0.0569691,-0.0569691,-0.0574619,-0.0570678,-0.0563587,-0.0550993,-0.053395,-0.0512163,-0.0485965,-0.0455487,-0.0420995,-0.0382746,-0.0341043,-0.0296205,-0.0248577,-0.0198522,-0.0146418,-0.00926574,-0.0037643,0.00182153,0.00745013,0.0130796,0.018668,0.0241738,0.0295557,0.0347734,0.0397874,0.0445595,0.0490534,0.0532341,0.0570693,0.0605286,0.063586,0.0662143,0.0684004,0.0701107,0.0713745,0.0720866,0.0724823,0.0719909,0.0719909
-0.0581747,-0.0581747,-0.05872,-0.0583246,-0.0576115,-0.0563285,-0.0545915,-0.052369,-0.0496968,-0.0465878,-0.0430699,-0.0391691,-0.0349164,-0.0303445,-0.0254885,-0.0203855,-0.015074,-0.00959387,-0.00398621,0.0017073,0.00744434,0.0131823,0.0188786,0.0244909,0.0299773,0.0352966,0.0404088,0.0452748,0.0498575,0.0541213,0.0580333,0.0615621,0.0646812,0.0673627,0.0695931,0.0713365,0.0726243,0.0733406,0.0737375,0.0731936,0.0731936
-0.0598756,-0.0598756,-0.060459,-0.0600572,-0.0593317,-0.0580151,-0.0562323,-0.0539495,-0.0512049,-0.048012,-0.0443994,-0.0403942,-0.0360283,-0.0313354,-0.0263516,-0.0211148,-0.0156647,-0.0100422,-0.00428914,0.00155168,0.00743705,0.0133234,0.0191673,0.0249253,0.0305547,0.0360132,0.0412597,0.0462544,0.050959,0.055337,0.0593542,0.0629786,0.0661826,0.0689372,0.0712284,0.0730182,0.0743399,0.0750688,0.0754723,0.0748903,0.0748903
-0.0621092,-0.0621092,-0.0627272,-0.0623159,-0.0615713,-0.0602112,-0.0583683,-0.0560071,-0.0531681,-0.0498654,-0.0461292,-0.0419877,-0.0374741,-0.0326233,-0.0274729,-0.0220621,-0.0164317,-0.010624,-0.00468203,0.00135019,0.00742822,0.0135074,0.0195429,0.0254902,0.0313054,0.0369448,0.0423663,0.0475286,0.052392,0.0569187,0.0610734,0.0648224,0.0681372,0.070987,0.0733575,0.0752079,0.0765735,0.0773218,0.0777348,0.0771183,0.0771183
-0.0648802,-0.0648802,-0.0655322,-0.0651067,-0.0643351,-0.0629201,-0.0610018,-0.0585431,-0.055587,-0.0521483,-0.0482592,-0.0439491,-0.0392531,-0.0342076,-0.0288518,-0.0232266,-0.0173743,-0.0113387,-0.00516453,0.0011029,0.00741766,0.0137337,0.0200047,0.0261847,0.0322283,0.0380905,0.0437274,0.0490961,0.0541554,0.0588659,0.0631904,0.0670936,0.0705454,0.0735135,0.0759824,0.0779088,0.0793298,0.0801053,0.0805326,0.0798822,0.0798822
-0.0682134,-0.0682134,-0.0689023,-0.0684585,-0.0676526,-0.0661703,-0.0641605,-0.0615839,-0.0584862,-0.0548837,-0.0508102,-0.0462974,-0.0413821,-0.0361029,-0.0305009,-0.0246187,-0.0185009,-0.0121928,-0.00574095,0.000807564,0.00740521,0.0140041,0.0205566,0.0270149,0.0333317,0.0394605,0.0453553,0.0509715,0.056266,0.0611971,0.0657259,0.0698148,0.073432,0.0765428,0.0791307,0.0811495,0.0826382,0.0834484,0.0838941,0.0832068,0.0832068
-0.0721328,-0.0721328,-0.0728633,-0.0723967,-0.0715486,-0.0699861,-0.0678673,-0.0651508,-0.0618857,-0.0580895,-0.0537988,-0.0490472,-0.0438741,-0.0383204,-0.0324294,-0.0262463,-0.0198175,-0.0131907,-0.00641437,0.000462556,0.00739056,0.01432,0.0212012,0.0279847,0.0346211,0.0410618,0.0472589,0.0531655,0.0587361,0.0639268,0.0686961,0.073004,0.0768164,0.0800962,0.0828252,0.084954,0.0865236,0.0873763,0.0878449,0.0871161,0.0871161
